Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Est-ce que le PUE (Power Usage Effectivness) est disponible ?;La puissance totale consommee par le datacenter en comparaison de la puissance consommee par les serveurs donnent l'efficacite globale de toute l'infrastructure.;Administration;INCONTOURNABLE;(X / Y ) * 100;"PUE <= 1,2 = 100 ; PUE 1,2-1,4 = 75; PUE 14-1,6 = 50 ; PUE 1,6-1,8 = 25 ; PUE > 1,8 = 0";100;High;Periodic;Le dossier technique de l'hebergement trace l'efficacite energetique et les PUE des sites.
HEBERGEMENT;B;C;C;Reduire l'impact de l'hebergement;Le taux d'occupation des salles du datacenter est-il optimise pour ameliorer le bilan energetique ?;La densite d'occupation des racks dans les salles d'hebergement doit permettre de privilegier l'efficacite des equipements mutualises.;Deploiement;;;;;Medium;Periodic;Dossier technique
HEBERGEMENT;A;A;B;Reduire l'impact de l'hebergement;Est-ce que le WUE (Water Usage Effectivness) est disponible ?;La quantite d'eau consommee par le datacenter en comparaison de la puissance consommee par les serveurs donnent l'efficacite globale de toute l'infrastructure.;Deploiement;;(X / Y ) * 100;"WUE <= 1L/kwh = 100 ; WUE > 1L/kwh = 0";100;High;Periodic;Le dossier technique de l'hebergement trace l'efficacite energetique et les WUE des sites.
HEBERGEMENT;A;A;B;Reduire l'impact de l'hebergement;L'hebergeur adhere-t-il aux meilleurs prattiques de son secteur d'activite ?;Le domaine de l'hebergement se struture pour afficher des pratiques metiers vertueuses en developpant des codes de conduite.;Deploiement;;(X / Y ) * 100;"Oui = 100 ; En cours = 50 : Prevu = 25 : Non = 0";100;High;Periodic;Le dossier technique de l'hebergement trace les affiliations des sites.
HEBERGEMENT;C;A;B;Associer les aspects humains et techniques;Est-ce que tous les collaborateurs du prestataire disposent de conditions sociales et salariales equivalentes e celles du client du datacenter ?;"Les besoins de supervision 24/7 des datacenters peuvent pousser les operateurs e distribuer leurs ressources techniques et humaines de supervision dans un mode ""Follow the Sun"". Les conditions d'exercice et de travail dans des pays differents peuvent introduire de grandes inegalites de traitement, de couverture sociale. La transparence et la coherence de traitement de tous les collaborateurs du prestataire permet de garantir la dimension humaine et economique du NR.";Acquisition;;;;;;;
HEBERGEMENT;B;B;B;Associer les aspects humains et techniques;Le datacenter est-il situe e proximite de l'activite principale ?;Les deplacements physiques sur les datacenters sont par nature peu frequents mais des synchronisations avec les equipes techniques sur site est parfois indispensable. La distance doit etre minimisee pour reduire les impacts de ces deplacements;Acquisition;;;;;;;
HEBERGEMENT;B;B;B;Associer les aspects humains et techniques;Les trajets pour interventions au datacenter sont-ils possibles en transport en commun ou mobilite douce?;La localisation du datacenter dans un perimetre accessible en mobilite faible emission est plus interessante pour les quelques deplacements qui seraient necessaires.;Acquisition;;;;;;;
HEBERGEMENT;C;B;B;Associer les aspects humains et techniques;Le datacenter favorise-t-il l'ecosysteme economique local ?;La localisation du datacenter, notamment le pays, peut introduire des consequences sur la territorialite des donnees. La region de son implementation dans des zones favorisees ou defavorisees peut permettre de reduire les impacts des zones oe le numerique est peut represente.;Utilisation;;;;;;;
HEBERGEMENT;B;B;B;Associer les aspects humains et techniques;Le materiel provient-il d'entreprises reputees comme respectant le code du travail ?;Les fournisseurs d'approvisionnements materiels du datacenter doivent pouvoir etre traces pour permettre une analyse du cycle de vie. Le strict respect des normes internationales du travail doivent pouvoir etre validees.;Acquisition;;;;;Medium;Periodic;Procedures d'achats
HEBERGEMENT;B;B;B;Associer les aspects humains et techniques;Est-ce que les equipements sont fabriques par des entreprises respectueuses de l'environnement ?;Le positionnement NR des fournisseurs de materiels du datacenter doit pouvoir etre expose et valide, pour assurer la continuite de la vision que demande l'analyse du cycle de vie.;Acquisition;;;;;High;Periodic;Dossier technique
HEBERGEMENT;A;C;C;Adapter l'utilisation des equipements techniques aux besoins;Les serveurs /routeurs sont-ils eteints quand ils sont inutilises ?;L'infrastructure reseau est au coeur de l'architecture des datacenters, les mecanismes de redondances, de sur-dimensionnement sont largement deployes mais utilises de maniere ponctuelle. En l'absence de besoin et lorsque cela n'impacte pas la securite du site, les equipements en sur-nombre devraient etre hors tension pour diminuer les consommations d'energie et les besoins de refroidissement.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Le dossier technique de l'hebergement tracela strategie d'activation desactivations des composants en fonction de la charge
HEBERGEMENT;A;C;B;Adapter l'utilisation des equipements techniques aux besoins;La taille du parc physique est-il en adequation avec le volume de machines virtuelles e executer ?;Les techniques de virtualisation permettent de mutualiser les ressources physiques d'un serveur et d'un espace de stockage. Cette abstraction peut optimiser l'emploi du materiel, mais peut aussi conduire e sous-utiliser les equipements physiques et deployer de nouveaux equipements avant que le besoin ne soit reellement present. L'impact environnemental total d'un serveur et de son utilisation est important.;Deploiement;INCONTOURNABLE;(X / Y ) * 100;"Taux utisation VM > 60 = 100 ; 60-40 = 50 ; < 40 = 0";100;High;Periodic;Le dossier technique d'hebergement permet de suivre la gestion de configuration et l'adaptation aux besoins
HEBERGEMENT;B;B;B;Adapter l'utilisation des equipements techniques aux besoins;La memoire attribuee est-elle fonction de l'usage reel ?;L'adaptation et le suivi des consommations de ressources physiques doivent faire intervenir des collectes sur les equipements physiques et sur tous les equipements virtuels qu'ils accueillent. Les techniques de virtualisation recentes autorisent le changement de parametres sans interruption pour, en fonction du besoin, augmenter ou diminuer les ressources (CPU/RAM) allouees aux machines virtuelles, voire migrer des machines virtuelles sur des serveurs physiques moins charges.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;Dossier technique
HEBERGEMENT;B;B;B;Adapter l'utilisation des equipements techniques aux besoins;Le nombre de coeurs attribues est-il fonction de l'usage reel ?;Les ressources CPU accessibles par les machines virtuelles sont fonction du nombre de processeurs, du nombre de coeurs de chaque processeur et des capacites d'hyperThreading. Ce nombre de composants CPU constitue la base des ressources virtuelles que les machines virtuelles pourront allouer.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Dossier technique
HEBERGEMENT;B;B;B;Adapter l'utilisation des equipements techniques aux besoins;Le choix technique (mutualise, dedie, collocation) est-il optimise entre le besoin et l'efficacite energetique ?;Les differentes solutions proposees par les hebergeurs generent des allocations de materiels physiques tres differentes et donc un impact environnemental different. Le point d'analyse majeur est le nombre de serveurs, les puissances consommees par les serveurs, les volumes de stockage et la puissance consommee par ceux-ci. L'utilisation de serveurs ou de stockages pour un besoin reduit en dessous de sa capacite nominale genere une deperdition environnementale.;Deploiement;;;;;;;
HEBERGEMENT;B;B;B;Adapter l'utilisation des equipements techniques aux besoins;Les coeurs inutilises sont-ils desactives ?;Les services heberges n'ont pas toujours les memes besoins de performance et subissent des variations fortes de charges, au cours de la journee, de la semaine, des mois, de l'annee. Les dimensionnements sont calibres pour accepter les charges maximales qui peuvent etre sur des plages de temps restreintes. En dehors de ces periodes, le besoin de puissance est reduit et l'activite des systemes doit etre en mesure de se reduire dans les memes proportions pour ne pas monopoliser d'energie inutilement.;Utilisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Periodic;Dossier technique
HEBERGEMENT;A;B;A;Adapter l'utilisation des equipements techniques aux besoins;Le systeme de sauvegarde est-il incrementiel (optimisation disque) ?;La securite est un des points cle des datacenters, les sauvegardes sont l'un des elements participant e cette securisation. La volumetrie des sauvegardes est cumulative. Unitairement le volume de donnees e sauvegarder tend e croetre, les differents jeux de sauvegardes multiplient cet effet. Les donnees non modifiees n'ont pas de raison d'encombrer inutilement des espaces de sauvegarde. Les sauvegardes incrementales reduisent l'impact environnemental de ce processus. Certaines solutions sont en mesure de gerer des increments, d'autres ne savent gerer que des archives totales qui augmentent l'empreinte environnementale.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique d'hebergement permet de suivre la volumetrie des sauvegardes et leurs lieux de stockage
HEBERGEMENT;B;B;B;Adapter l'utilisation des equipements techniques aux besoins;L'usage de containers par rapport e des machines virtuelles est-il privilegie ?;Les machines virtuelles et les containers sont 2 techniques de virtualisation. La technologie des machines virtuelles utilise beaucoup de duplications (systeme d'exploitation par exemple) et creent des composants virtuels associes e des composants physiques. Le mode container repose sur les composants physiques du materiel et les exploite plus nativement en limitant les duplications de composants logiciels. D'un point de vue NR les containers sont souvent plus efficaces mais la technologie est moins largement deployee.;Deploiement;;;;;;;
HEBERGEMENT;C;B;A;Adapter l'utilisation des equipements techniques aux besoins;Est-ce que les solutions Open Source sont mises en oeuvre lorsqu'elles sont disponibles ?;Une solution Open Source n'est pas un gage d'efficacite NR et les differentes alternatives doivent etre challengees. Mais l'Open Source permet de limiter les ambitions et mainmises de certains acteurs dont les pratiques economiques, sociales sont opaques.e;Acquisition;;;;;;;
