Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Backend;A;B;A;Establish a methodology that promotes the consideration of the NR aspects;A benchmark on environmental criteria has been carried out for the choice of infrastructure supplier?;Suppliers able to communicate their environmental criteria display a mature level and an important orientation. This ability to intervene in the selection of suppliers.;Acquisition;;;;;;;;HEB-1.03
Backend;A;B;A;Establish a methodology that promotes the consideration of the NR aspects;Does the design / tool process integrate the processing of NR requirements?;Each functionality implemented must have a consideration of the NR so that the entire service can be counted with the most compliance with the NR principles, an uncutable aspect that can cancel all or part of the benefits acquired also. It is more efficient to have an equilibrium treatment on the whole, rather than aiming for excellence on a game and leave holes consequently on others.;Design;;;;;;;;HEB-1.04
Backend;A;B;A;Establish a methodology that promotes the consideration of the NR aspects;Is the functionalite envisaged useful?;The selection of essential judgments may be questioned in their initial form by their impact NR. In this case, the contacts / benefits will have to take into account these oppositions and to adapt to converge the 2 approaches: functional necessity and impact NR.;Design;UNAVOIDABLE;(X / y) * 100;Functionalities used;Functionalites deployed;High;Perioric;Dativers are identified and collected (analytics / probes) in production to identify unnecessary uses and functionalites.e;HEB-1.C06
Backend;B;B;A;Establish a methodology that promotes the consideration of the NR aspects;Does the dimensioning of infrastructure resources follow the life of the application?;The rate of use of the physical resources of the infrastructure must be followed to allow better use of the available materials and avoid sending additional elements when the rate of use is not complete.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Perioric;Configuration tracking;HEB-1.C07
Backend;A;C;A;Establish a methodology that promotes the consideration of the NR aspects;Is the technical architecture constantly related to the service activity?;The follow-up of the use rates must also reduce the size of the infrastructure when it is over-dimensioned in relation to the need.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Production monitoring implements indicators of use of technical resources;HEB-1.05
Backend;B;B;B;Establish a methodology that promotes the consideration of the NR aspects;Is a functionalite use profile set up?;User Story / Use Case must be specified by the uses so as not to go to inflation of functionalities that would be unnecessary compared to the actual needs of users. Propose marginal features will engender an environmental footprint, a coet and an incompression of the extra service not justified.;Administration;;;;;;;;HEB-1.06
Backend;A;C;A;Establish a methodology that promotes the consideration of the NR aspects;Are provisional operations expressed during design?;During the design, each part component the project may be brought to have a different life of life. It is important that all end-of-life procedures are expressed for the imprint of unused and arrest components to be zero.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Medium;Onupdate;Configuration management makes it possible to specify the provisional / provisioning rules according to thresholds;HEB-1.07
Backend;A;C;A;Establish a methodology that promotes the consideration of the NR aspects;Are all the technical equipment used by the service identified?;Design, development, testing, production, availability management are stages that will use technical resources. Each of these resources must be identified and its characteristics repertorieues.e;Use;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Configuration management allows you to referenc all equipment related to the service;HEB-1.08
Backend;A;B;B;Establish a methodology that promotes the consideration of the NR aspects;For each equipment, are the characteristics available? (Seniority, performance of environmental perf ...);The position of equipment in its life cycle and its environmental impact must be known to best use available equipment.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Perioric;Configuration management allows you to referenc all equipment related to the service;HEB-1.09
Backend;B;B;B;Establish a methodology that promotes the consideration of the NR aspects;Is each function of the service apprehende with regard to its importance in the service?;The most important functionalities are sometimes less resource-consuming than marginal functions which does not make sense in a coherent NR approach.;Design;;;;;;;;HEB-2
Backend;B;B;B;Establish a methodology that promotes the consideration of the NR aspects;Do secondary functions also have a lower impact on the environmental impact?;The coherence Nr is making sure that the secondary functions do not have a greater environmental impact than the main functions. Development phases must clearly identify the main and secondary functions and their impact from the NRE point of view;Design;;;;;;;;HEB-2.C01
